row,date,avg_speed_ans,avg_aban_time,ACD_calls,avg_talk_time,avg_after_call,aban_calls,max_delay,flow_in,flow_out,extn_out_calls,avg_talk_time_out,dqd_calls,Avg_queue_time,perc_acd_time,perc_ans,rona,perc_in_sl,Skill
1,8/2/2021,13.52666664,12.83333302,450,98.35111237,15.14666653,24,159,13,13,325,9.107692719,0,,56.51,92.4,13,91.99,I_R English 31
2,8/2/2021,8,,1,64,0,0,8,0,0,1,0,0,,0.07,100,0,100,I_R Spanish 32
3,8/2/2021,12.25,7,4,68,0,1,19,0,0,2,1,0,,0.11,80,0,0,ONI
4,8/2/2021,8.199999809,,5,294.2000122,0,0,13,0,0,1,1,0,,0.59,100,0,0,Noise Control
5,8/2/2021,10.5,,12,162.0833282,33.25,0,16,0,0,3,0.666666687,0,,0.94,100,0,0,PKS Washington 311
6,8/2/2021,10.66666698,17,9,216.6666718,0,2,22,0,0,5,6,0,,0.92,81.82,0,0,PBOT Safe
7,8/2/2021,22.80769157,39.40000153,78,78.74359131,0,5,335,0,0,58,5.120689869,0,,11.97,93.98,0,0,PBOT Main
8,8/2/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
9,8/2/2021,13.8214283,,56,94.10713959,34.2678566,0,108,4,2,42,2.904761791,0,,1.57,96.55,2,93.1,PKS All Oth 160
10,8/3/2021,16.87719345,21.64999962,342,91.59648895,3.002923965,20,599,9,8,257,14.59143925,0,,40.78,92.43,8,90.81,I_R English 31
11,8/3/2021,19.875,,8,95.125,0,0,76,0,0,6,1,0,,1.2,100,0,87.5,I_R Spanish 32
12,8/3/2021,15.71428585,86,7,84.7142868,0,1,86,0,0,4,2.75,0,,0.22,87.5,0,0,ONI
13,8/3/2021,88,,3,145.6666718,0,0,180,0,0,1,1,0,,0.16,100,0,0,Noise Control
14,8/3/2021,10.83333302,,6,163.8333282,74.66666412,0,23,0,0,1,1,0,,0.56,100,0,0,PKS Washington 311
15,8/3/2021,65.7142868,6,7,186.5714264,815.7142944,1,380,0,1,3,1,0,,3.28,77.78,1,0,PBOT Safe
16,8/3/2021,24.4883728,,43,112.6046524,0,0,495,0,1,42,39.07143021,0,,16.12,97.73,0,0,PBOT Main
17,8/3/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
18,8/3/2021,14,,46,57.80434799,0,0,84,6,0,39,1.051282048,0,,0.56,100,0,91.3,PKS All Oth 160
19,8/4/2021,10.59872627,3.263157845,314,98.28662109,1.334394932,19,88,6,5,229,26.0524025,0,,21.42,92.9,5,92.9,I_R English 31
20,8/4/2021,6,,1,78,0,0,6,0,0,1,1,0,,0.06,100,0,100,I_R Spanish 32
21,8/4/2021,17,3,6,57.66666794,0,1,55,0,0,6,1,0,,0.12,85.71,0,0,ONI
22,8/4/2021,20.5,,4,348.5,0,0,54,0,0,0,,0,,0.47,100,0,0,Noise Control
23,8/4/2021,6.5,,2,315,0,0,20,0,1,0,,0,,0.21,66.67,1,0,PKS Washington 311
24,8/4/2021,9.909090996,,11,175.0909119,370.4545593,0,19,0,0,6,2.833333254,0,,2.29,100,0,0,PBOT Safe
25,8/4/2021,44.68518448,,54,85.1111145,0,0,394,0,0,43,10.1627903,0,,17.94,100,0,0,PBOT Main
26,8/4/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
27,8/4/2021,9.733333588,5,30,103.2666702,0,1,31,2,0,18,0.833333313,0,,0.66,96.77,0,93.55,PKS All Oth 160
28,8/5/2021,13.27672958,5.307692528,318,92.74528503,25.85534668,26,103,10,10,245,23.7306118,0,,42.5,89.83,10,89.27,I_R English 31
29,8/5/2021,11,2,2,39,0,1,13,0,0,2,1,0,,0.07,66.67,0,66.67,I_R Spanish 32
30,8/5/2021,34,,3,110.6666641,0,0,84,0,0,2,1,0,,0.15,100,0,0,ONI
31,8/5/2021,9.666666985,,3,70,0,0,17,0,0,3,1,0,,0.09,100,0,0,Noise Control
32,8/5/2021,11,,3,74.66666412,0,0,15,0,0,0,,0,,0.1,100,0,0,PKS Washington 311
33,8/5/2021,22.75,,4,154.5,0,0,59,0,0,6,5,0,,2.11,100,0,0,PBOT Safe
34,8/5/2021,8.897436142,,39,73.89743805,0,0,47,0,0,33,8.666666985,0,,9.11,100,0,0,PBOT Main
35,8/5/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
36,8/5/2021,15.5,,34,137.7941132,0.882352948,0,45,6,2,20,0.800000012,0,,1.06,94.44,2,80.56,PKS All Oth 160
37,8/6/2021,23.6071434,4.0625,336,101.5297623,11.6339283,32,549,8,6,242,8.8801651,0,,40.32,89.84,6,86.9,I_R English 31
38,8/6/2021,10,,1,55,0,0,10,0,0,1,1,0,,0.05,100,0,100,I_R Spanish 32
39,8/6/2021,8.571428299,234,7,53.42856979,0,1,234,0,0,7,0.857142866,0,,0.13,87.5,0,0,ONI
40,8/6/2021,7,,3,341.6666565,0,0,13,0,0,1,1,0,,0.35,100,0,0,Noise Control
41,8/6/2021,11,,3,103,0,0,14,0,0,1,1,0,,0.11,100,0,0,PKS Washington 311
42,8/6/2021,21.90909004,,11,210.9090881,0,0,126,0,2,6,0.5,0,,0.9,84.62,2,0,PBOT Safe
43,8/6/2021,26.4375,24,32,107.71875,0,2,143,0,0,21,7.238095284,0,,12.89,94.12,0,0,PBOT Main
44,8/6/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
45,8/6/2021,9.975000381,187,40,81.44999695,0,1,187,5,1,28,1.392857194,0,,0.68,95.24,1,90.48,PKS All Oth 160
46,8/7/2021,,,0,,,0,0,0,0,0,,0,,100,,0,,I_R English 31
47,8/7/2021,,,0,,,0,0,0,0,0,,0,,,,0,,I_R Spanish 32
48,8/7/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
49,8/7/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
50,8/7/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
51,8/7/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
52,8/7/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT Main
53,8/7/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
54,8/7/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS All Oth 160
55,8/8/2021,,,0,,,0,0,0,0,0,,0,,100,,0,,I_R English 31
56,8/8/2021,,,0,,,0,0,0,0,0,,0,,,,0,,I_R Spanish 32
57,8/8/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
58,8/8/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
59,8/8/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
60,8/8/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
61,8/8/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT Main
62,8/8/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
63,8/8/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS All Oth 160
64,8/9/2021,17.82185364,14.60714245,421,110.2517853,20.33729172,28,311,7,6,314,10.78662395,0,,41.57,92.53,6,89.67,I_R English 31
65,8/9/2021,179,448,1,34,0,2,834,0,0,0,,0,,0.04,33.33,0,0,I_R Spanish 32
66,8/9/2021,15.33333302,,3,37.33333206,0,0,17,0,0,3,1,0,,0.04,100,0,0,ONI
67,8/9/2021,8,,1,467,0,0,8,0,0,0,,0,,0.17,100,0,0,Noise Control
68,8/9/2021,8.875,6,8,81.75,0,1,18,0,0,3,1,0,,0.24,88.89,0,0,PKS Washington 311
69,8/9/2021,12.60000038,1,5,225.8000031,0,1,27,0,1,1,1,0,,0.48,71.43,1,0,PBOT Safe
70,8/9/2021,21.61445808,94.5,83,96.92771149,0,4,294,1,1,52,0.846153855,0,,15.71,94.32,1,0,PBOT Main
71,8/9/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
72,8/9/2021,9.857142448,31,35,62.77142715,0,1,43,3,0,32,2.09375,0,,0.52,97.22,0,94.44,PKS All Oth 160
73,8/10/2021,38.65102768,136.6086884,341,102.0703812,24.17888641,23,1217,11,10,254,13.40944862,0,,29.37,91.18,10,85.03,I_R English 31
74,8/10/2021,17.75,,4,82.25,0,0,39,0,0,2,1,0,,0.49,100,0,75,I_R Spanish 32
75,8/10/2021,6.333333492,68,3,101.6666641,0,1,68,0,0,2,0.5,0,,0.12,75,0,0,ONI
76,8/10/2021,12,,1,248,0,0,12,0,0,0,,0,,0.1,100,0,0,Noise Control
77,8/10/2021,24.16666603,,6,247.5,0,0,97,0,0,3,1,0,,0.59,100,0,0,PKS Washington 311
78,8/10/2021,64.85713959,,7,158.4285736,0,0,396,0,1,4,2,0,,0.51,87.5,1,0,PBOT Safe
79,8/10/2021,25.3720932,78,43,72.139534,0,1,504,0,1,44,29.86363602,0,,11.65,95.56,0,0,PBOT Main
80,8/10/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
81,8/10/2021,13.40425491,,47,79.46808624,0.638297856,0,78,8,0,35,4,0,,0.94,100,0,93.62,PKS All Oth 160
82,8/11/2021,12.76524353,13.81818199,328,105.1890259,14.22560978,22,112,14,13,234,13.87606812,0,,35.43,90.36,13,89.81,I_R English 31
83,8/11/2021,17.25,,4,104.5,0,0,44,0,0,3,1,0,,0.38,100,0,75,I_R Spanish 32
84,8/11/2021,17.5,,6,231.8333282,0,0,48,1,0,4,1,0,,0.47,100,0,0,ONI
85,8/11/2021,15.19999981,,5,241.1999969,0,0,35,0,0,3,4.333333492,0,,0.41,100,0,0,Noise Control
86,8/11/2021,6.75,,4,163.25,0,0,8,0,0,0,,0,,0.22,100,0,0,PKS Washington 311
87,8/11/2021,11.83333302,,12,152.5833282,85.33333588,0,21,0,1,7,4.714285851,0,,1.1,92.31,1,0,PBOT Safe
88,8/11/2021,65.23529053,409.4285584,51,90.23529053,0,7,1956,0,1,50,17.73999977,0,,19.88,86.44,0,0,PBOT Main
89,8/11/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
90,8/11/2021,13.85000038,,20,65.19999695,0,0,33,3,0,15,0.933333337,0,,0.26,100,0,90,PKS All Oth 160
91,8/12/2021,15.37380219,16.92000008,313,115.5654984,14.17571926,25,280,10,10,263,11.82129288,0,,47.6,89.94,10,89.08,I_R English 31
92,8/12/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,I_R Spanish 32
93,8/12/2021,12.19999981,,5,175.3999939,0,0,23,0,0,4,16.5,0,,0.29,100,0,0,ONI
94,8/12/2021,44.5,,4,258,0,0,158,0,0,1,1,0,,0.34,100,0,0,Noise Control
95,8/12/2021,18,,1,290,0,0,18,0,0,0,,0,,0.09,100,0,0,PKS Washington 311
96,8/12/2021,10.625,,8,201.375,0,0,16,0,0,5,2.599999905,0,,0.59,100,0,0,PBOT Safe
97,8/12/2021,66.07317352,,41,109.7073135,0,0,541,0,0,32,29,0,,17.51,100,0,0,PBOT Main
98,8/12/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
99,8/12/2021,11.52631569,83,38,105.2105255,0,1,83,4,3,27,6.407407284,0,,0.72,90.48,3,85.71,PKS All Oth 160
100,8/13/2021,15.00647259,4.190476418,309,104.3139191,7.330097198,21,209,7,6,230,9.317391396,0,,37.14,91.96,6,90.18,I_R English 31
101,8/13/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,I_R Spanish 32
102,8/13/2021,19.20000076,,5,237,0,0,48,1,0,3,0.666666687,0,,0.39,100,0,0,ONI
103,8/13/2021,8,,6,249.6666718,0,0,40,0,1,1,1,0,,0.5,85.71,1,0,Noise Control
104,8/13/2021,9,,2,137.5,0,0,12,0,0,2,1,0,,0.09,100,0,0,PKS Washington 311
105,8/13/2021,8.875,,8,232.75,0,0,20,0,1,5,1,0,,0.7,88.89,1,0,PBOT Safe
106,8/13/2021,18.23077011,20.5,39,75.43589783,0,2,141,0,0,34,19.70588303,0,,12.9,95.12,0,0,PBOT Main
107,8/13/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
108,8/13/2021,10,,24,69.70833588,0,0,29,1,1,18,1.277777791,0,,0.35,96,1,96,PKS All Oth 160
109,8/14/2021,,,0,,,0,0,0,0,0,,0,,100,,0,,I_R English 31
110,8/14/2021,,,0,,,0,0,0,0,0,,0,,,,0,,I_R Spanish 32
111,8/14/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
112,8/14/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
113,8/14/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
114,8/14/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
115,8/14/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT Main
116,8/14/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
117,8/14/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS All Oth 160
118,8/15/2021,,,0,,,0,0,0,0,0,,0,,100,,0,,I_R English 31
119,8/15/2021,,,0,,,0,0,0,0,0,,0,,,,0,,I_R Spanish 32
120,8/15/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
121,8/15/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
122,8/15/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
123,8/15/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
124,8/15/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT Main
125,8/15/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
126,8/15/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS All Oth 160
127,8/16/2021,20.15736008,7.263157845,394,110.8959427,24.16243744,19,192,9,7,275,9.167272568,0,,43.35,93.81,7,88.33,I_R English 31
128,8/16/2021,7.5,,4,100.25,0,0,10,0,0,2,1,0,,0.29,100,0,100,I_R Spanish 32
129,8/16/2021,27.66666603,,6,95.83333588,0,0,72,0,0,5,1,0,,0.2,100,0,0,ONI
130,8/16/2021,16.75,,4,229.75,0,0,43,0,0,3,0.333333343,0,,0.32,100,0,0,Noise Control
131,8/16/2021,27.375,,8,113.375,0,0,141,0,0,5,1,0,,0.31,100,0,0,PKS Washington 311
132,8/16/2021,10.375,,8,183.375,0,0,20,0,2,4,4.75,0,,0.57,80,2,0,PBOT Safe
133,8/16/2021,24.58571434,18.5,70,94.45714569,0,2,296,0,0,53,9.415094376,0,,14.07,97.22,0,0,PBOT Main
134,8/16/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
135,8/16/2021,12.63888931,5,36,79.94444275,0.833333313,1,77,5,2,30,6.099999905,0,,0.6,92.31,2,87.18,PKS All Oth 160
136,8/17/2021,20.32047462,51.56666565,337,108.4332352,2.970326424,30,746,16,15,245,12.95102024,0,,33.42,88.22,15,86.13,I_R English 31
137,8/17/2021,76,,1,103,0,0,76,0,0,1,2,0,,0.07,100,0,0,I_R Spanish 32
138,8/17/2021,10.5,,2,127,0,0,11,0,0,1,1,0,,0.08,100,0,0,ONI
139,8/17/2021,11,,2,256.5,0,0,14,0,0,0,,0,,0.17,100,0,0,Noise Control
140,8/17/2021,9.666666985,,3,179.6666718,0,0,12,0,0,1,1,0,,0.17,100,0,0,PKS Washington 311
141,8/17/2021,11.25,,8,308.625,59.25,0,26,0,1,3,1,0,,1.07,88.89,1,0,PBOT Safe
142,8/17/2021,21.5,5,56,83.82142639,0,1,242,1,1,52,3.192307711,0,,13.14,96.55,1,0,PBOT Main
143,8/17/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
144,8/17/2021,9.800000191,,30,76.23332977,0,0,37,1,1,17,1.235294104,0,,0.51,96.77,1,93.55,PKS All Oth 160
145,8/18/2021,10.69393921,2.833333254,330,99.00605774,5.590909004,18,86,8,8,243,9.255144119,0,,46.72,92.7,8,92.7,I_R English 31
146,8/18/2021,35.5,,2,55,0,0,61,0,0,2,1,0,,0.08,100,0,50,I_R Spanish 32
147,8/18/2021,16,,6,239,0,0,50,0,0,2,1,0,,0.51,100,0,0,ONI
148,8/18/2021,15.25,,4,228.5,0,0,33,0,0,2,3.5,0,,0.32,100,0,0,Noise Control
149,8/18/2021,6.666666508,,6,172.3333282,0,0,11,0,0,0,,0,,0.36,100,0,0,PKS Washington 311
150,8/18/2021,15.28571415,,7,150.1428528,0,0,63,0,0,3,1,0,,0.42,100,0,0,PBOT Safe
151,8/18/2021,32.21951294,159.1999969,41,131.1707306,0,5,1020,0,1,34,22.73529434,0,,21.37,87.23,0,0,PBOT Main
152,8/18/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
153,8/18/2021,13.10344791,,29,73.20689392,0,0,33,5,2,23,8.913043022,0,,0.48,93.55,2,87.1,PKS All Oth 160
154,8/19/2021,17.78000069,15.23076916,300,103.0866699,0,13,274,6,6,225,5.897777557,0,,51.67,94.04,6,90.6,I_R English 31
155,8/19/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,I_R Spanish 32
156,8/19/2021,13,,2,61,0,0,17,0,0,2,1,0,,0.04,100,0,0,ONI
157,8/19/2021,10,,4,177.25,0,0,16,0,0,2,1.5,0,,0.25,100,0,0,Noise Control
158,8/19/2021,13,,1,119,0,0,13,0,0,0,,0,,0.04,100,0,0,PKS Washington 311
159,8/19/2021,10.375,,8,217.25,0,0,15,0,0,4,1,0,,0.72,100,0,0,PBOT Safe
160,8/19/2021,16.73469353,73.33333588,49,76.91836548,0,3,141,2,2,35,9.857142448,0,,9.74,90.74,2,0,PBOT Main
161,8/19/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
162,8/19/2021,12.4594593,33,37,102.5405426,0,1,38,8,1,23,1.043478251,0,,0.83,94.87,1,87.18,PKS All Oth 160
163,8/20/2021,10.5,6.900000095,294,94.28231049,11.79251671,10,62,5,4,216,11.48148155,0,,46.06,95.45,4,95.45,I_R English 31
164,8/20/2021,8,,2,46.5,0,0,11,0,0,2,1,0,,0.08,100,0,100,I_R Spanish 32
165,8/20/2021,21.5,,6,50.16666794,0,0,75,0,0,6,1,0,,0.11,100,0,0,ONI
166,8/20/2021,8.133333206,,15,326,0,0,13,0,0,4,1.25,0,,1.79,100,0,0,Noise Control
167,8/20/2021,19.33333397,,3,266.3333435,0,0,41,0,0,0,,0,,0.29,100,0,0,PKS Washington 311
168,8/20/2021,16.2857151,,7,342.8571472,177.8571472,0,37,0,1,4,1,0,,1.52,87.5,1,0,PBOT Safe
169,8/20/2021,22.3125,243.8571472,32,83.46875,0,7,696,0,0,19,0.789473712,0,,9.83,82.05,0,0,PBOT Main
170,8/20/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
171,8/20/2021,15.16666698,,30,64.56666565,0,0,36,8,1,23,1.434782624,0,,0.36,96.77,1,83.87,PKS All Oth 160
172,8/21/2021,,,0,,,0,0,0,0,0,,0,,100,,0,,I_R English 31
173,8/21/2021,,,0,,,0,0,0,0,0,,0,,,,0,,I_R Spanish 32
174,8/21/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
175,8/21/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
176,8/21/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
177,8/21/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
178,8/21/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT Main
179,8/21/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
180,8/21/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS All Oth 160
181,8/22/2021,,,0,,,0,0,0,0,0,,0,,100,,0,,I_R English 31
182,8/22/2021,,,0,,,0,0,0,0,0,,0,,,,0,,I_R Spanish 32
183,8/22/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
184,8/22/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
185,8/22/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
186,8/22/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
187,8/22/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT Main
188,8/22/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
189,8/22/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS All Oth 160
190,8/23/2021,13.80577469,4.516129017,381,97.72703552,11.010499,31,163,6,6,279,13.58781338,0,,60.23,91.15,6,89.47,I_R English 31
191,8/23/2021,3,,1,29,0,0,3,0,0,1,1,0,,0.03,100,0,100,I_R Spanish 32
192,8/23/2021,7.666666508,,3,87.33333588,0,0,8,0,0,2,2,0,,0.1,100,0,0,ONI
193,8/23/2021,7.666666508,,3,348.6666565,0,0,10,0,0,1,1,0,,0.38,100,0,0,Noise Control
194,8/23/2021,11,,3,326.6666565,0,0,14,0,0,2,1,0,,0.36,100,0,0,PKS Washington 311
195,8/23/2021,17.5,250,14,225.0714264,0,1,250,0,0,6,1.333333373,0,,1.31,93.33,0,0,PBOT Safe
196,8/23/2021,14.70212746,11,47,63.14893723,0,1,208,0,0,33,1.787878752,0,,5.74,97.92,0,0,PBOT Main
197,8/23/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
198,8/23/2021,11.22857189,,35,114.7428589,0,0,33,2,0,28,1,0,,0.76,100,0,97.14,PKS All Oth 160
199,8/24/2021,17.61311531,8.71875,305,97.34098053,20.77705002,32,225,7,7,224,9.205357552,0,,55.24,88.66,7,85.47,I_R English 31
200,8/24/2021,27,,1,32,0,0,27,0,0,1,1,0,,0.03,100,0,100,I_R Spanish 32
201,8/24/2021,8,29,3,50.66666794,0,1,29,0,0,1,1,0,,0.05,75,0,0,ONI
202,8/24/2021,10.5,,4,246,0,0,15,0,0,0,,0,,0.32,100,0,0,Noise Control
203,8/24/2021,9.833333015,,6,199.1666718,638.5,0,14,0,0,1,1,0,,1.63,100,0,0,PKS Washington 311
204,8/24/2021,19.39999962,,10,346.5,0,0,101,0,0,5,0.600000024,0,,1.26,100,0,0,PBOT Safe
205,8/24/2021,17.19149017,,47,77.06382751,0,0,152,0,0,44,36.31818008,0,,9.86,100,0,0,PBOT Main
206,8/24/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
207,8/24/2021,12.82352924,,34,50.52941132,0,0,35,5,0,30,0.966666639,0,,0.28,100,0,97.06,PKS All Oth 160
208,8/25/2021,12.78549862,8.473684311,331,100.8308182,14.46223545,19,131,5,5,233,7.570815563,0,,53.04,93.24,5,92.11,I_R English 31
209,8/25/2021,9,3,6,235,0,1,15,0,0,4,8.25,0,,1.16,85.71,0,85.71,I_R Spanish 32
210,8/25/2021,12,,3,36.66666794,0,0,13,0,0,2,1,0,,0.04,100,0,0,ONI
211,8/25/2021,17,,1,471,0,0,17,0,0,0,,0,,0.15,100,0,0,Noise Control
212,8/25/2021,10.85714245,,7,107,18.8571434,0,18,0,0,1,1,0,,0.29,100,0,0,PKS Washington 311
213,8/25/2021,17.29411697,11,17,99.29412079,0,1,70,0,0,11,0.818181813,0,,0.62,94.44,0,0,PBOT Safe
214,8/25/2021,,3070.5,0,,,2,3638,0,0,0,,0,,,0,0,0,BOEC NON EMERG OPT 5
215,8/25/2021,26.68085098,19.5,47,78.3191452,0,2,154,1,1,36,4.861111164,0,,13.81,94,1,0,PBOT Main
216,8/25/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
217,8/25/2021,13.09375,2,32,84.28125,0,1,35,7,1,21,1.142857194,0,,0.42,94.12,1,88.24,PKS All Oth 160
218,8/26/2021,11.52786922,2.533333302,305,96.96065521,2.944262266,15,82,5,5,202,10.89603996,0,,56.43,93.85,5,93.85,I_R English 31
219,8/26/2021,11,,1,51,0,0,11,0,0,1,1,0,,0.04,100,0,100,I_R Spanish 32
220,8/26/2021,5,,1,395,0,0,5,0,0,0,,0,,0.14,100,0,0,ONI
221,8/26/2021,10.39999962,,5,219.6000061,0,0,16,0,0,3,0.666666687,0,,0.39,100,0,0,Noise Control
222,8/26/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
223,8/26/2021,18,,1,238,0,0,18,0,0,0,,0,,0.1,100,0,0,PBOT Safe
224,8/26/2021,8.333333015,28,3,25,0,1,28,0,0,0,,0,,1.61,75,0,0,BOEC NON EMERG OPT 5
225,8/26/2021,17.62162209,2,37,75.64865112,0,1,126,0,0,32,30.3125,0,,12.87,97.37,0,0,PBOT Main
226,8/26/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
227,8/26/2021,40.625,128.5,24,76.79166412,188.0416718,2,687,6,2,19,3.052631617,0,,1.05,85.71,2,75,PKS All Oth 160
228,8/27/2021,11.99674225,18.86363602,307,91.28990173,12.40390873,22,206,5,5,213,12.93427277,0,,57.18,91.92,5,91.62,I_R English 31
229,8/27/2021,12,,1,28,0,0,12,0,0,1,2,0,,0.02,100,0,100,I_R Spanish 32
230,8/27/2021,29,,2,195.5,10,0,44,1,0,0,,0,,0.15,100,0,0,ONI
231,8/27/2021,9.428571701,,7,274.5714417,8.571428299,0,40,0,1,2,1,0,,0.74,87.5,1,0,Noise Control
232,8/27/2021,10,,2,87.5,10,0,11,0,0,1,1,0,,0.07,100,0,0,PKS Washington 311
233,8/27/2021,20.4375,,16,136.5625,5,0,140,0,0,12,1.916666627,0,,0.96,100,0,0,PBOT Safe
234,8/27/2021,,,0,,,0,0,0,0,0,,0,,,,0,,BOEC NON EMERG OPT 5
235,8/27/2021,5.057142735,,35,115.5142822,0,0,12,0,0,28,9.357142448,0,,17.29,100,0,0,PBOT Main
236,8/27/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
237,8/27/2021,12.08108139,27,37,76.08107758,0.540540516,1,30,6,1,26,1.076923132,0,,0.43,94.87,1,94.87,PKS All Oth 160
238,8/28/2021,,,0,,,0,0,0,0,0,,0,,100,,0,,I_R English 31
239,8/28/2021,,,0,,,0,0,0,0,0,,0,,,,0,,I_R Spanish 32
240,8/28/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
241,8/28/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
242,8/28/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
243,8/28/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
244,8/28/2021,,,0,,,0,0,0,0,0,,0,,,,0,,BOEC NON EMERG OPT 5
245,8/28/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT Main
246,8/28/2021,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
247,8/28/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS All Oth 160
248,8/29/2021,,,0,,,0,0,0,0,0,,0,,100,,0,,I_R English 31
249,8/29/2021,,,0,,,0,0,0,0,0,,0,,,,0,,I_R Spanish 32
250,8/29/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
251,8/29/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
252,8/29/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
253,8/29/2021,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
254,8/29/2021,,,0,,,0,0,0,0,0,,0,,,,0,,BOEC NON EMERG OPT 5
