row,date,avg_speed_ans,avg_aban_time,ACD_calls,avg_talk_time,avg_after_call,aban_calls,max_delay,flow_in,flow_out,extn_out_calls,avg_talk_time_out,dqd_calls,Avg_queue_time,perc_acd_time,perc_ans,rona,perc_in_sl,Skill
2246,3/16/2022,10,,1,245,0,0,10,0,0,1,1,0,,0.07,100,0,100,PBOT LEAF INFO
2247,3/16/2022,7.846153736,,13,88.84615326,0,0,14,0,0,10,24,0,,0.2,100,0,100,PKS All Oth 160
2248,3/17/2022,15.95774651,32.63636398,284,116.9788742,62.62676239,11,195,9,8,219,12.73059368,0,,30.29,93.73,8,90.43,I_R English 31
2249,3/17/2022,16,,4,112.75,0,0,37,0,0,4,0.75,0,,0.26,100,0,75,I_R Spanish 32
2250,3/17/2022,35,,2,76.5,10,0,47,1,0,1,1,0,,0.04,100,0,0,ONI
2251,3/17/2022,16,,2,163.5,10,0,40,0,1,1,1,0,,0.07,66.67,1,0,Noise Control
2252,3/17/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
2253,3/17/2022,12.19999981,,5,404.6000061,1896.800049,0,19,0,0,4,0.75,0,,2.44,100,0,0,PBOT Safe
2254,3/17/2022,12.34210491,,38,79.81578827,23.2631588,0,68,0,1,33,4.545454502,0,,0.83,97.44,1,0,BOEC NON EMERG OPT 5
2255,3/17/2022,15.36585331,,41,97.92682648,12.24390221,0,152,0,0,33,8.272727013,0,,0.93,100,0,0,PBOT Main
2256,3/17/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2257,3/17/2022,7.916666508,,24,108.625,0.083333336,0,23,1,1,18,6.833333492,0,,0.38,96,1,96,PKS All Oth 160
2258,3/18/2022,14.25889969,28.83333397,309,106.902916,91.64401245,6,170,10,8,244,17.88934517,0,,29.48,95.67,8,93.81,I_R English 31
2259,3/18/2022,128.5,,4,68.75,5,0,264,0,0,2,1,0,,0.18,100,0,50,I_R Spanish 32
2260,3/18/2022,10,,1,394,20,0,10,0,0,0,,0,,0.11,100,0,0,ONI
2261,3/18/2022,9.5,,2,105.5,152,0,13,0,0,1,1,0,,0.14,100,0,0,Noise Control
2262,3/18/2022,6.5,,2,288.5,20,0,7,0,0,0,,0,,0.17,100,0,0,PKS Washington 311
2263,3/18/2022,14.80000019,,5,256.6000061,197.1999969,0,39,0,0,1,1,0,,0.61,100,0,0,PBOT Safe
2264,3/18/2022,14.85454559,6,55,97.23636627,44.20000076,1,100,0,2,83,7.228915691,0,,2.1,94.83,2,0,BOEC NON EMERG OPT 5
2265,3/18/2022,19.45652199,2,46,90.63043213,0,1,272,0,0,35,1.314285755,0,,1.11,97.87,0,0,PBOT Main
2266,3/18/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2267,3/18/2022,10.73684216,0,19,80.68421173,0,1,24,1,1,14,4.5,0,,0.3,90.48,1,90.48,PKS All Oth 160
2268,3/19/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,I_R English 31
2269,3/19/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,I_R Spanish 32
2270,3/19/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
2271,3/19/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
2272,3/19/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
2273,3/19/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
2274,3/19/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,BOEC NON EMERG OPT 5
2275,3/19/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Main
2276,3/19/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2277,3/19/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS All Oth 160
2278,3/20/2022,,,0,,,0,0,0,0,1,137,0,,0,,0,,I_R English 31
2279,3/20/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,I_R Spanish 32
2280,3/20/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
2281,3/20/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
2282,3/20/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
2283,3/20/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
2284,3/20/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,BOEC NON EMERG OPT 5
2285,3/20/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Main
2286,3/20/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2287,3/20/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS All Oth 160
2288,3/21/2022,23.70469856,27.38888931,298,118.4966431,128.3187866,18,309,5,3,204,9.166666985,0,,34.02,93.42,3,88.09,I_R English 31
2289,3/21/2022,50,,3,389.3333435,0.333333343,0,95,0,1,2,2,0,,0.77,75,1,25,I_R Spanish 32
2290,3/21/2022,10.25,,4,135.75,85.5,0,15,0,0,3,0.666666687,0,,0.3,100,0,0,ONI
2291,3/21/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
2292,3/21/2022,6.5,,4,268.25,170.25,0,8,0,0,1,1,0,,0.6,100,0,0,PKS Washington 311
2293,3/21/2022,8.142857552,,7,279.1428528,107.2857132,0,13,0,0,1,1,0,,0.92,100,0,0,PBOT Safe
2294,3/21/2022,48.8360672,84,61,92.86885071,28.65573692,1,277,0,1,49,20.1428566,0,,2.53,96.83,1,0,BOEC NON EMERG OPT 5
2295,3/21/2022,63.14814758,70,54,96.77777863,0.370370358,2,616,0,0,40,1.375,0,,1.69,96.43,0,0,PBOT Main
2296,3/21/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2297,3/21/2022,9.699999809,,20,99.59999847,8.449999809,0,33,0,0,24,85.41666412,0,,0.43,100,0,95,PKS All Oth 160
2298,3/22/2022,25.4629631,39.41666794,270,111.9777756,78.47407532,12,274,6,5,228,20.03947449,0,,46.54,94.08,5,86.06,I_R English 31
2299,3/22/2022,89.1111145,,9,96.55555725,186.6666718,0,201,0,0,9,24.66666603,0,,1.68,100,0,22.22,I_R Spanish 32
2300,3/22/2022,7,,1,115,20,0,7,0,0,0,,0,,0.04,100,0,0,ONI
2301,3/22/2022,8.333333015,,3,221,6.666666508,0,13,0,0,2,1,0,,0.22,100,0,0,Noise Control
2302,3/22/2022,16.5714283,9,7,127.7142868,533.7142944,1,56,0,0,0,,0,,1.5,87.5,0,0,PKS Washington 311
2303,3/22/2022,6.5,,4,217,65.75,0,12,0,0,3,40.66666794,0,,0.37,100,0,0,PBOT Safe
2304,3/22/2022,21.48780441,136,41,64.07317352,27.95121956,1,136,0,1,34,6.970588207,0,,1.23,95.35,1,0,BOEC NON EMERG OPT 5
2305,3/22/2022,16.0714283,7,42,101.7619019,5.904761791,1,113,0,0,30,3.866666555,0,,1.47,97.67,0,0,PBOT Main
2306,3/22/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2307,3/22/2022,7.150000095,,20,109.6999969,0,0,16,0,0,10,34.70000076,0,,0.42,100,0,100,PKS All Oth 160
2308,3/23/2022,14.17725754,31.1428566,299,101.5819397,92.44815826,7,254,10,8,242,16.84297562,0,,44.08,95.22,8,92.99,I_R English 31
2309,3/23/2022,54,118,2,66.5,0,1,118,0,1,2,1,0,,0.11,50,1,0,I_R Spanish 32
2310,3/23/2022,11.39999962,,5,187.6000061,12,0,33,0,0,3,14,0,,0.35,100,0,0,ONI
2311,3/23/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
2312,3/23/2022,8,,3,170.6666718,164,0,13,0,0,1,1,0,,0.36,100,0,0,PKS Washington 311
2313,3/23/2022,10.28571415,,7,133.8571472,32.1428566,0,33,0,0,5,33.40000153,0,,0.41,100,0,0,PBOT Safe
2314,3/23/2022,20.39999962,,45,73.28888702,4.511111259,0,204,0,1,36,1.472222209,0,,1.24,97.83,1,0,BOEC NON EMERG OPT 5
2315,3/23/2022,18.29268265,4,41,83.53658295,2.853658438,1,183,3,3,35,3.45714283,0,,1.25,91.11,3,0,PBOT Main
2316,3/23/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2317,3/23/2022,9.928571701,,14,125.2142868,0,0,30,1,1,10,27.20000076,0,,0.37,93.33,1,93.33,PKS All Oth 160
2318,3/24/2022,32.33864594,52.75,251,101.4183273,111.2908401,16,569,8,7,197,9.446700096,0,,44.31,91.27,7,85.82,I_R English 31
2319,3/24/2022,93,,2,39.5,0,0,170,0,0,2,1,0,,0.05,100,0,50,I_R Spanish 32
2320,3/24/2022,6.5,,2,73.5,0,0,7,0,0,2,0.5,0,,0.05,100,0,0,ONI
2321,3/24/2022,159.3333282,231,3,234.3333282,78.33333588,1,351,0,0,1,1,0,,0.34,75,0,0,Noise Control
2322,3/24/2022,16,,1,99,20,0,16,0,0,0,,0,,0.04,100,0,0,PKS Washington 311
2323,3/24/2022,33.75,,8,346.875,603.75,0,161,0,0,2,1,0,,2.73,100,0,0,PBOT Safe
2324,3/24/2022,23.81818199,83,33,128.9090881,9.21212101,1,420,0,1,31,10.38709641,0,,1.64,94.29,1,0,BOEC NON EMERG OPT 5
2325,3/24/2022,18.10638237,198,47,104.4893646,0.425531924,3,340,0,0,37,0.891891897,0,,1.77,94,0,0,PBOT Main
2326,3/24/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2327,3/24/2022,29.10000038,,20,160.1000061,309.7000122,0,255,1,1,17,21.70588303,0,,2.02,95.24,1,80.95,PKS All Oth 160
2328,3/25/2022,38.50169373,59.44444275,295,106.5593185,73.46779633,18,617,9,7,204,36.11274338,0,,41.1,92.19,7,83.13,I_R English 31
2329,3/25/2022,184,31,1,6,7,1,184,0,0,0,,0,,0.01,50,0,0,I_R Spanish 32
2330,3/25/2022,84,,2,365,20,0,155,0,0,0,,0,,0.25,100,0,0,ONI
2331,3/25/2022,6.5,,2,221,0,0,9,0,0,2,1,0,,0.14,100,0,0,Noise Control
2332,3/25/2022,16.75,5,8,114.25,5,1,84,0,1,6,1,0,,0.31,80,1,0,PKS Washington 311
2333,3/25/2022,44.40000153,,5,227,241.6000061,0,170,0,0,6,9.333333015,0,,0.75,100,0,0,PBOT Safe
2334,3/25/2022,60.77083206,132,48,121.9166641,10.125,1,570,0,1,59,7.525423527,0,,2.04,96,1,0,BOEC NON EMERG OPT 5
2335,3/25/2022,28.84313774,308,51,87.47058868,8.019607544,1,536,0,0,50,7.420000076,0,,1.45,98.08,0,0,PBOT Main
2336,3/25/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2337,3/25/2022,11.13636398,,22,74.1818161,12.86363602,0,48,4,4,16,9,0,,0.37,84.62,4,80.77,PKS All Oth 160
2338,3/26/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,I_R English 31
2339,3/26/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,I_R Spanish 32
2340,3/26/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
2341,3/26/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
2342,3/26/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
2343,3/26/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
2344,3/26/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,BOEC NON EMERG OPT 5
2345,3/26/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Main
2346,3/26/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2347,3/26/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS All Oth 160
2348,3/27/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,I_R English 31
2349,3/27/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,I_R Spanish 32
2350,3/27/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
2351,3/27/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
2352,3/27/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
2353,3/27/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
2354,3/27/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,BOEC NON EMERG OPT 5
2355,3/27/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Main
2356,3/27/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2357,3/27/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS All Oth 160
2358,3/28/2022,27.54314804,36.42856979,394,110.8197937,66.6065979,21,283,7,6,296,10.65540504,0,,33.11,93.59,6,85.75,I_R English 31
2359,3/28/2022,118.8333359,15,6,71.5,2.833333254,1,251,0,0,2,3,0,,33.55,85.71,0,14.29,I_R Spanish 32
2360,3/28/2022,40,,3,116.3333359,9.333333015,0,109,0,0,1,1,0,,0.12,100,0,0,ONI
2361,3/28/2022,13.75,,4,478,443.5,0,27,0,0,0,,0,,1.19,100,0,0,Noise Control
2362,3/28/2022,4,,2,147,1,0,6,0,0,1,34,0,,0.1,100,0,0,PKS Washington 311
2363,3/28/2022,29.2857151,,7,63.57143021,28.7142849,0,133,0,0,5,0.800000012,0,,0.21,100,0,0,PBOT Safe
2364,3/28/2022,25.0892849,30.5,56,109.1428604,436.5892944,4,111,0,1,42,5.023809433,0,,9.86,91.8,1,0,BOEC NON EMERG OPT 5
2365,3/28/2022,18.72307777,64,65,99.50769043,100.3692322,2,117,0,0,50,9.260000229,0,,3.83,97.01,0,0,PBOT Main
2366,3/28/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2367,3/28/2022,7,19,20,80.75,1.5,1,19,0,0,18,16.05555534,0,,0.35,95.24,0,95.24,PKS All Oth 160
2368,3/29/2022,26.3808136,27.22222137,344,127.2383728,73.94186401,18,319,6,5,255,10.38431358,0,,45.52,93.73,5,85.83,I_R English 31
2369,3/29/2022,288.777771,340,9,100.3333359,3204.666748,2,1710,0,0,9,25.11111069,0,,50.17,81.82,0,27.27,I_R Spanish 32
2370,3/29/2022,22.33333397,,6,158.6666718,25.33333397,0,100,0,0,4,1.5,0,,0.34,100,0,0,ONI
2371,3/29/2022,23.33333397,,3,203,12,0,49,0,0,1,0,0,,0.2,100,0,0,Noise Control
2372,3/29/2022,8,,2,545,10,0,9,0,0,1,1,0,,0.34,100,0,0,PKS Washington 311
2373,3/29/2022,9.199999809,,5,183,792.2000122,0,15,0,0,2,0.5,0,,1.49,100,0,0,PBOT Safe
2374,3/29/2022,16.48077011,42.33333206,52,154.384613,34.96154022,3,84,0,1,46,8.065217018,0,,3.01,92.86,1,0,BOEC NON EMERG OPT 5
2375,3/29/2022,23.59090996,,44,107.1818161,93.59091187,0,186,0,0,35,8.37142849,0,,2.66,100,0,0,PBOT Main
2376,3/29/2022,7,,1,119,0,0,7,0,0,1,3,0,,0.04,100,0,100,PBOT LEAF INFO
2377,3/29/2022,19.76000023,,25,84.76000214,26.79999924,0,105,0,0,21,1.809523821,0,,0.58,100,0,84,PKS All Oth 160
2378,3/30/2022,17.1485157,12,303,108.3168335,82.55115509,10,194,3,1,240,16.49166679,0,,40.19,96.5,1,93.63,I_R English 31
2379,3/30/2022,204.5714264,927.5,7,124.8571396,0,6,3094,0,0,4,1.5,0,,0.74,53.85,0,7.69,I_R Spanish 32
2380,3/30/2022,8,,2,67,0,0,9,0,0,2,1,0,,0.04,100,0,0,ONI
2381,3/30/2022,18.25,,4,440,55.25,0,39,0,0,1,1,0,,0.58,100,0,0,Noise Control
2382,3/30/2022,22.5,,4,155,15.25,0,56,0,0,1,0,0,,0.2,100,0,0,PKS Washington 311
2383,3/30/2022,32.7142868,,7,296.4285584,264.5714417,0,97,0,1,3,1,0,,1.15,87.5,1,0,PBOT Safe
2384,3/30/2022,16.16901398,38,71,98.77465057,107.0985947,3,134,0,1,70,14.82857132,0,,4.29,94.67,1,0,BOEC NON EMERG OPT 5
2385,3/30/2022,12.85416698,1,48,141.2291718,337.0625,1,77,2,2,31,0.838709652,0,,6.74,94.12,2,0,PBOT Main
2386,3/30/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2387,3/30/2022,8.227272987,,22,107.227272,0.454545468,0,26,1,1,16,1.3125,0,,0.47,95.65,1,95.65,PKS All Oth 160
2388,3/31/2022,23.77857208,33.3571434,280,120.0607147,52.1071434,14,300,9,8,199,8.608039856,0,,43.94,92.72,8,87.42,I_R English 31
2389,3/31/2022,126.6666641,,6,176.6666718,785.166687,0,343,0,1,4,15.5,0,,4.02,85.71,1,42.86,I_R Spanish 32
2390,3/31/2022,3,,1,217,0,0,3,0,0,0,,0,,0.07,100,0,0,ONI
2391,3/31/2022,38,,3,340.3333435,6.666666508,0,98,0,0,2,1,0,,0.33,100,0,0,Noise Control
2392,3/31/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
2393,3/31/2022,65.80000305,,5,240,49.79999924,0,258,0,0,2,1,0,,0.46,100,0,0,PBOT Safe
2394,3/31/2022,25.30188751,111,53,115.9056625,226.4151001,1,114,0,0,49,9.448979378,0,,5.79,98.15,0,0,BOEC NON EMERG OPT 5
2395,3/31/2022,31.04999924,,40,111.0749969,166.0500031,0,285,0,0,29,6.86206913,0,,3.29,100,0,0,PBOT Main
2396,3/31/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2397,3/31/2022,9.649999619,,20,91.34999847,0,0,29,2,2,11,1.090909123,0,,0.36,90.91,2,90.91,PKS All Oth 160
2398,4/1/2022,18.45695305,47.57143021,302,119.9006653,115.2284775,7,195,8,5,212,10.30660343,0,,48.72,96.18,5,91.72,I_R English 31
2399,4/1/2022,98,,2,249.5,25.5,0,101,0,1,1,3,0,,0.52,66.67,1,0,I_R Spanish 32
2400,4/1/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
2401,4/1/2022,11.16666698,,6,150,10.5,0,17,0,0,2,1,0,,0.36,100,0,0,Noise Control
2402,4/1/2022,13,,1,111,1,0,13,0,0,0,,0,,0.04,100,0,0,PKS Washington 311
2403,4/1/2022,33,,6,299.5,206.6666718,0,109,0,0,3,1,0,,1.13,100,0,0,PBOT Safe
2404,4/1/2022,23.04347801,193,46,120.5652161,154.9130402,1,193,0,2,50,15.35999966,0,,4.73,93.88,2,0,BOEC NON EMERG OPT 5
2405,4/1/2022,13.08510685,119.5,47,109.2978745,134.4468079,2,186,0,0,36,2.416666746,0,,4.28,95.92,0,0,PBOT Main
2406,4/1/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2407,4/1/2022,14.9629631,,27,98.48148346,29.62962914,0,113,0,0,20,1.299999952,0,,0.79,100,0,88.89,PKS All Oth 160
2408,4/2/2022,,,0,,,0,0,0,0,0,,0,,,,0,,I_R English 31
2409,4/2/2022,,,0,,,0,0,0,0,0,,0,,,,0,,I_R Spanish 32
2410,4/2/2022,,,0,,,0,0,0,0,0,,0,,,,0,,ONI
2411,4/2/2022,,,0,,,0,0,0,0,0,,0,,,,0,,Noise Control
2412,4/2/2022,,,0,,,0,0,0,0,0,,0,,,,0,,PKS Washington 311
2413,4/2/2022,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT Safe
2414,4/2/2022,,,0,,,0,0,0,0,0,,0,,,,0,,BOEC NON EMERG OPT 5
2415,4/2/2022,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT Main
2416,4/2/2022,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
2417,4/2/2022,,,0,,,0,0,0,0,0,,0,,,,0,,PKS All Oth 160
2418,4/3/2022,,,0,,,0,0,0,0,0,,0,,,,0,,I_R English 31
2419,4/3/2022,,,0,,,0,0,0,0,0,,0,,,,0,,I_R Spanish 32
2420,4/3/2022,,,0,,,0,0,0,0,0,,0,,,,0,,ONI
2421,4/3/2022,,,0,,,0,0,0,0,0,,0,,,,0,,Noise Control
2422,4/3/2022,,,0,,,0,0,0,0,0,,0,,,,0,,PKS Washington 311
2423,4/3/2022,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT Safe
2424,4/3/2022,,,0,,,0,0,0,0,0,,0,,,,0,,BOEC NON EMERG OPT 5
2425,4/3/2022,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT Main
2426,4/3/2022,,,0,,,0,0,0,0,0,,0,,,,0,,PBOT LEAF INFO
2427,4/3/2022,,,0,,,0,0,0,0,0,,0,,,,0,,PKS All Oth 160
2428,4/4/2022,25.15625,49.125,384,98.01822662,70.33853912,16,231,2,2,325,12.75076962,0,,38.85,95.52,2,88.06,I_R English 31
2429,4/4/2022,96.7142868,32,7,103.8571396,8.714285851,1,247,0,0,5,16,0,,0.92,87.5,0,50,I_R Spanish 32
2430,4/4/2022,49.40000153,,5,471.7999878,76.40000153,0,119,0,0,4,2.75,0,,1.07,100,0,0,ONI
2431,4/4/2022,313,,1,502,456,0,313,0,0,0,,0,,0.38,100,0,0,Noise Control
2432,4/4/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
2433,4/4/2022,29.69230843,,13,176.3076935,36.23077011,0,210,0,0,7,0.857142866,0,,1.08,100,0,0,PBOT Safe
2434,4/4/2022,26.70666695,70.66666412,75,68.65333557,32.50666809,3,182,0,0,123,12.55284595,0,,2.98,96.15,0,0,BOEC NON EMERG OPT 5
2435,4/4/2022,27.231884,,69,83.69565582,4.275362492,0,187,0,0,68,10.52941132,0,,2.38,100,0,0,PBOT Main
2436,4/4/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2437,4/4/2022,10.65384579,32,52,90.53845978,3.5,1,73,4,4,36,3.361111164,0,,1.11,91.23,4,87.72,PKS All Oth 160
2438,4/5/2022,17.37588692,30.57894707,282,115.361702,58.34397125,19,304,5,5,224,18.0982151,0,,47.97,92.16,5,88.89,I_R English 31
2439,4/5/2022,49,48,2,117,0,1,89,0,0,3,5.333333492,0,,0.17,66.67,0,33.33,I_R Spanish 32
2440,4/5/2022,10.39999962,,5,104.1999969,4.199999809,0,16,0,0,4,1,0,,0.17,100,0,0,ONI
2441,4/5/2022,9,4,1,332,20,1,9,0,0,1,43,0,,0.11,50,0,0,Noise Control
2442,4/5/2022,26,,4,109.25,20,0,69,0,0,0,,0,,0.16,100,0,0,PKS Washington 311
2443,4/5/2022,10.77777767,,9,47.55555725,8.888889313,0,29,0,0,7,2.857142925,0,,0.16,100,0,0,PBOT Safe
2444,4/5/2022,13.14893627,,47,117.5106354,139.148941,0,113,0,0,39,9.179487228,0,,3.72,100,0,0,BOEC NON EMERG OPT 5
2445,4/5/2022,23.19298172,185,57,118.578949,14.66666698,1,209,1,1,43,15.39534855,0,,2.17,96.61,1,0,PBOT Main
2446,4/5/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2447,4/5/2022,13.41935444,,31,66.5806427,0,0,98,2,2,30,27.43333244,0,,0.45,93.94,2,87.88,PKS All Oth 160
2448,4/6/2022,18.5704689,13.909091,298,122.3389282,143.1946259,11,236,16,14,243,24.93415642,0,,44.28,92.26,14,87.93,I_R English 31
2449,4/6/2022,96.19999695,,5,119,16,0,288,0,0,9,68.44444275,0,,0.34,100,0,60,I_R Spanish 32
2450,4/6/2022,22,0,4,81.25,20,1,64,0,0,3,1,0,,0.1,80,0,0,ONI
2451,4/6/2022,9.5,,4,324,230.5,0,15,0,0,2,0.5,0,,0.57,100,0,0,Noise Control
2452,4/6/2022,11.5,,2,60.5,20,0,12,0,0,0,,0,,0.04,100,0,0,PKS Washington 311
2453,4/6/2022,8.5,,6,133,34,0,20,0,1,1,1,0,,0.26,85.71,1,0,PBOT Safe
2454,4/6/2022,26.95833397,2,48,95.83333588,125.6666641,1,203,0,1,33,11.66666698,0,,2.74,96,1,0,BOEC NON EMERG OPT 5
2455,4/6/2022,28.0819664,6.5,61,83.08197021,178.3770447,2,247,0,0,55,6.818181992,0,,4.11,96.83,0,0,PBOT Main
2456,4/6/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2457,4/6/2022,12.61111069,32,18,64.27777863,17.27777863,1,64,2,2,16,9.5625,0,,0.25,85.71,2,80.95,PKS All Oth 160
2458,4/7/2022,25.52920914,19.73333359,291,121.7972488,190.4604797,15,279,8,5,224,13.78571415,0,,35.55,93.57,5,86.5,I_R English 31
2459,4/7/2022,62.83333206,41,6,103.8333359,17.66666603,1,250,0,0,6,59.83333206,0,,0.35,85.71,0,57.14,I_R Spanish 32
2460,4/7/2022,8.5,,2,58.5,20,0,10,0,0,1,1,0,,0.04,100,0,0,ONI
2461,4/7/2022,9,,2,308,20,0,13,0,0,0,,0,,0.15,100,0,0,Noise Control
2462,4/7/2022,13,,1,75,20,0,20,0,1,0,,0,,0.02,50,1,0,PKS Washington 311
2463,4/7/2022,36.66666794,,6,25,20.16666603,0,109,0,0,3,1,0,,0.06,100,0,0,PBOT Safe
2464,4/7/2022,24.32608604,138.6666718,46,90.17391205,218.6521759,3,253,0,2,34,6.588235378,0,,3.28,90.2,2,0,BOEC NON EMERG OPT 5
2465,4/7/2022,34.40816498,27,49,109.0816345,237.18367,1,269,1,1,45,25.95555496,0,,3.87,96.08,1,0,PBOT Main
2466,4/7/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2467,4/7/2022,32.29166794,,24,101.875,55.20833206,0,218,0,0,19,37.57894897,0,,0.61,100,0,87.5,PKS All Oth 160
2468,4/8/2022,18.51877213,43.2857132,293,117.7030716,68.6075058,14,314,8,8,213,13.5399065,0,,51.13,93.02,8,89.52,I_R English 31
2469,4/8/2022,11,31,1,31,20,1,31,0,0,1,1,0,,0.03,50,0,50,I_R Spanish 32
2470,4/8/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
2471,4/8/2022,10,,1,70,20,0,10,0,0,1,1,0,,0.02,100,0,0,Noise Control
2472,4/8/2022,11.16666698,,6,148.8333282,57.5,0,16,0,0,0,,0,,0.34,100,0,0,PKS Washington 311
2473,4/8/2022,42.22222137,4,9,154.4444427,37.66666794,1,225,0,0,8,19.75,0,,0.48,90,0,0,PBOT Safe
2474,4/8/2022,25.32653046,100,49,78.2244873,58.38775635,2,176,0,0,57,7.91228056,0,,1.86,96.08,0,0,BOEC NON EMERG OPT 5
2475,4/8/2022,36.49019623,48.75,51,90.13725281,79.47058868,4,275,1,2,42,3.357142925,0,,2.29,89.47,1,0,PBOT Main
2476,4/8/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
2477,4/8/2022,8.666666985,,9,70.66666412,13.44444466,0,20,1,1,5,2,0,,0.14,90,1,90,PKS All Oth 160
2478,4/9/2022,,,0,,,0,0,0,0,0,,0,,100,,0,,I_R English 31
2479,4/9/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,I_R Spanish 32
2480,4/9/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,ONI
2481,4/9/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,Noise Control
2482,4/9/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PKS Washington 311
2483,4/9/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Safe
2484,4/9/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,BOEC NON EMERG OPT 5
2485,4/9/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT Main
2486,4/9/2022,,,0,,,0,0,0,0,0,,0,,0,,0,,PBOT LEAF INFO
